unit_type	unit_id	label	grade	winning_sources	winning_records	n_true	n_false	total_records	unique_sources_all	unique_uid_count	unique_roi_count
UID	Q6P1L8	POSITIVE	2S-3R	2	3	3	22	25	8	1	2
UID	Q6P1M0	POSITIVE	4S-13R	4	13	13	240	253	9	1	9
UID	Q6P1M3	POSITIVE	1S-1R	1	1	1	15	16	5	1	6
UID	Q6P1M9	NEGATIVE	2S-7R	2	7	0	7	7	2	1	2
UID	Q6P1N0	POSITIVE	3S-20R	3	20	20	104	124	8	1	5
UID	Q6P1N9	POSITIVE	3S-4R	3	4	4	20	24	5	1	7
UID	Q6P1Q0	NEGATIVE	2S-9R	2	9	0	9	9	2	1	2
UID	Q6P1Q9	POSITIVE	2S-5R	2	5	5	43	48	4	1	3
UID	Q6P1R3	NEGATIVE	6S-21R	6	21	0	21	21	6	1	3
UID	Q6P1R4	POSITIVE	3S-13R	3	13	13	231	244	9	1	12
UID	Q6P1S2	POSITIVE	1S-2R	1	2	2	14	16	2	1	1
UID	Q6P1X5	POSITIVE	1S-9R	1	9	9	154	163	7	1	16
UID	Q6P1X6	POSITIVE	2S-2R	2	2	2	90	92	12	1	5
UID	Q6P280	NEGATIVE	2S-3R	2	3	0	3	3	2	1	2
UID	Q6P2C8	POSITIVE	1S-2R	1	2	2	40	42	4	1	3
UID	Q6P2D0	POSITIVE	1S-1R	1	1	1	4	5	3	1	4
UID	Q6P2E9	POSITIVE	6S-28R	6	28	28	394	422	11	1	17
UID	Q6P2H3	POSITIVE	3S-11R	3	11	11	45	56	5	1	5
UID	Q6P2I3	POSITIVE	1S-1R	1	1	1	32	33	9	1	4
UID	Q6P2P2	POSITIVE	3S-11R	3	11	11	132	143	8	1	6
UID	Q6P2S7	POSITIVE	1S-1R	1	1	1	8	9	1	1	1
UID	Q6P3S1	POSITIVE	1S-1R	1	1	1	14	15	5	1	3
UID	Q6P3S1-5	NEGATIVE	1S-2R	1	2	0	2	2	1	1	1
UID	Q6P3S6	POSITIVE	2S-2R	2	2	2	10	12	4	1	5
UID	Q6P3V2	NEGATIVE	1S-17R	1	17	0	17	17	1	1	1
UID	Q6P3W7	POSITIVE	1S-5R	1	5	5	124	129	7	1	5
UID	Q6P3X3	POSITIVE	2S-7R	2	7	7	134	141	7	1	13
UID	Q6P3X8	NEGATIVE	1S-2R	1	2	0	2	2	1	1	2
UID	Q6P444	POSITIVE	1S-3R	1	3	3	11	14	1	1	1
UID	Q6P4A7	POSITIVE	1S-2R	1	2	2	108	110	7	1	2
UID	Q6P4F2	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	Q6P4F7	NEGATIVE	3S-47R	3	47	0	47	47	3	1	10
UID	Q6P4H8	NEGATIVE	2S-36R	2	36	0	36	36	2	1	1
UID	Q6P4I2	NEGATIVE	7S-103R	7	103	0	103	103	7	1	7
UID	Q6P4Q7	POSITIVE	1S-2R	1	2	2	51	53	5	1	4
UID	Q6P4R8	POSITIVE	1S-2R	1	2	2	6	8	3	1	3
UID	Q6P4R8-2	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	Q6P582	NEGATIVE	2S-4R	2	4	0	4	4	2	1	1
UID	Q6P589	NEGATIVE	2S-2R	2	2	0	2	2	2	1	1
UID	Q6P597-3	POSITIVE	1S-1R	1	1	1	2	3	2	1	3
UID	Q6P5S7	POSITIVE	1S-3R	1	3	3	47	50	1	1	1
UID	Q6P5W5	NEGATIVE	1S-2R	1	2	0	2	2	1	1	2
UID	Q6P5X5	NEGATIVE	2S-2R	2	2	0	2	2	2	1	1
UID	Q6P5Z2	POSITIVE	1S-1R	1	1	1	19	20	3	1	5
UID	Q6P6B1	POSITIVE	1S-2R	1	2	2	1	3	1	1	1
UID	Q6P6B7	POSITIVE	2S-5R	2	5	5	16	21	7	1	6
UID	Q6P6C2	NEGATIVE	9S-44R	9	44	0	44	44	9	1	3
UID	Q6P988	POSITIVE	1S-1R	1	1	1	0	1	1	1	1
UID	Q6P996	POSITIVE	5S-10R	5	10	10	296	306	8	1	14
UID	Q6P9A2	NEGATIVE	1S-3R	1	3	0	3	3	1	1	3
UID	Q6P9B6	POSITIVE	1S-1R	1	1	1	12	13	5	1	2
UID	Q6P9B9	POSITIVE	2S-4R	2	4	4	157	161	6	1	10
UID	Q6P9F0	NEGATIVE	1S-51R	1	51	0	51	51	1	1	1
UID	Q6P9F7	POSITIVE	1S-2R	1	2	2	5	7	1	1	2
UID	Q6P9G4	POSITIVE	1S-1R	1	1	1	2	3	3	1	1
UID	Q6P9H4	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	Q6P9H5	NEGATIVE	2S-2R	2	2	0	2	2	2	1	2
UID	Q6PCB5	POSITIVE	6S-10R	6	10	10	68	78	11	1	5
UID	Q6PCB7	NEGATIVE	2S-11R	2	11	0	11	11	2	1	6
UID	Q6PCB8	POSITIVE	2S-3R	2	3	3	5	8	2	1	2
UID	Q6PCD5	NEGATIVE	4S-29R	4	29	0	29	29	4	1	10
UID	Q6PCE3	POSITIVE	2S-2R	2	2	2	94	96	8	1	8
UID	Q6PCT2	POSITIVE	1S-11R	1	11	11	103	114	4	1	9
UID	Q6PD62	POSITIVE	3S-9R	3	9	9	201	210	8	1	13
UID	Q6PD74	NEGATIVE	4S-18R	4	18	0	18	18	4	1	4
UID	Q6PEV8	NEGATIVE	1S-4R	1	4	0	4	4	1	1	1
UID	Q6PEX3	NEGATIVE	2S-2R	2	2	0	2	2	2	1	2
UID	Q6PEY2	NEGATIVE	2S-10R	2	10	0	10	10	2	1	4
UID	Q6PF04	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	Q6PF05	POSITIVE	1S-2R	1	2	2	0	2	1	1	1
UID	Q6PF06	NEGATIVE	3S-7R	3	7	0	7	7	3	1	1
UID	Q6PFW1	POSITIVE	1S-2R	1	2	2	11	13	2	1	6
UID	Q6PGN9	NEGATIVE	2S-62R	2	62	0	62	62	2	1	2
UID	Q6PGP7	POSITIVE	4S-8R	4	8	8	201	209	10	1	19
UID	Q6PGQ7	POSITIVE	2S-13R	2	13	13	25	38	3	1	4
UID	Q6PH81	NEGATIVE	6S-23R	6	23	0	23	23	6	1	2
UID	Q6PH85	NEGATIVE	2S-17R	2	17	0	17	17	2	1	1
UID	Q6PHR2	POSITIVE	1S-3R	1	3	3	47	50	3	1	2
UID	Q6PI26	POSITIVE	1S-1R	1	1	1	13	14	3	1	3
UID	Q6PI47	POSITIVE	1S-1R	1	1	1	11	12	3	1	4
UID	Q6PI48	POSITIVE	2S-5R	2	5	5	400	405	11	1	9
UID	Q6PID6	POSITIVE	1S-1R	1	1	1	20	21	7	1	2
UID	Q6PID8	NEGATIVE	1S-2R	1	2	0	2	2	1	1	2
UID	Q6PII3	NEGATIVE	1S-6R	1	6	0	6	6	1	1	1
UID	Q6PII5	NEGATIVE	1S-2R	1	2	0	2	2	1	1	1
UID	Q6PIJ6	POSITIVE	3S-3R	3	3	3	28	31	6	1	9
UID	Q6PIU2	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	Q6PIU2-2	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	Q6PIW4	POSITIVE	5S-14R	5	14	14	140	154	9	1	12
UID	Q6PIY7	POSITIVE	3S-4R	3	4	4	13	17	5	1	5
UID	Q6PIZ9	NEGATIVE	1S-4R	1	4	0	4	4	1	1	2
UID	Q6PJ21	NEGATIVE	3S-3R	3	3	0	3	3	3	1	3
UID	Q6PJ61	POSITIVE	2S-2R	2	2	2	53	55	7	1	7
UID	Q6PJ69	POSITIVE	4S-19R	4	19	19	126	145	8	1	12
UID	Q6PJE2	POSITIVE	1S-1R	1	1	1	0	1	1	1	1
UID	Q6PJF5	NEGATIVE	3S-6R	3	6	0	6	6	3	1	2
UID	Q6PJG6	POSITIVE	9S-102R	9	102	102	563	665	12	1	27
UID	Q6PJG6-3	NEGATIVE	1S-2R	1	2	0	2	2	1	1	2
UID	Q6PJI9	POSITIVE	1S-26R	1	26	26	100	126	6	1	18
UID	Q6PJP8	NEGATIVE	2S-2R	2	2	0	2	2	2	1	2
UID	Q6PJT7	POSITIVE	3S-16R	3	16	16	214	230	10	1	15
UID	Q6PJT7-2	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	Q6PJW8	POSITIVE	2S-28R	2	28	28	70	98	5	1	6
UID	Q6PK04	NEGATIVE	2S-39R	2	39	0	39	39	2	1	1
UID	Q6PK18	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	Q6PK18-2	NEGATIVE	1S-2R	1	2	0	2	2	1	1	2
UID	Q6PKC3	POSITIVE	1S-1R	1	1	1	11	12	3	1	3
UID	Q6PKG0	POSITIVE	3S-5R	3	5	5	245	250	11	1	6
UID	Q6PL18	POSITIVE	7S-25R	7	25	25	270	295	8	1	18
UID	Q6PL24	NEGATIVE	9S-43R	9	43	0	43	43	9	1	3
UID	Q6PML9	POSITIVE	1S-2R	1	2	2	22	24	1	1	1
UID	Q6PRD7	NEGATIVE	1S-6R	1	6	0	6	6	1	1	1
UID	Q6PUV4	POSITIVE	1S-1R	1	1	1	1	2	1	1	2
UID	Q6Q0C0	POSITIVE	1S-1R	1	1	1	49	50	3	1	10
UID	Q6QNY0	POSITIVE	7S-20R	7	20	20	121	141	10	1	2
UID	Q6QNY1	POSITIVE	1S-1R	1	1	1	14	15	8	1	1
UID	Q6R2W3	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	Q6R327	POSITIVE	4S-13R	4	13	13	108	121	11	1	10
UID	Q6R327-3	POSITIVE	1S-3R	1	3	3	22	25	1	1	13
UID	Q6RFH5	POSITIVE	1S-1R	1	1	1	47	48	7	1	7
UID	Q6RI45	POSITIVE	1S-13R	1	13	13	22	35	1	1	2
UID	Q6S5L8	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	Q6S8J3	POSITIVE	1S-2R	1	2	2	27	29	7	1	4
UID	Q6S9Z5	NEGATIVE	1S-7R	1	7	0	7	7	1	1	1
UID	Q6SJ93	POSITIVE	1S-2R	1	2	2	11	13	4	1	6
UID	Q6SPF0	POSITIVE	2S-3R	2	3	3	14	17	3	1	2
UID	Q6STE5	POSITIVE	1S-5R	1	5	5	4	9	2	1	1
UID	Q6SZW1	POSITIVE	6S-38R	6	38	38	225	263	7	1	8
UID	Q6TFL4	NEGATIVE	1S-5R	1	5	0	5	5	1	1	3
UID	Q6UB28	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	Q6UB35	POSITIVE	11S-37R	11	37	37	479	516	14	1	11
UID	Q6ULP2	POSITIVE	2S-2R	2	2	2	32	34	6	1	6
UID	Q6UN15	POSITIVE	1S-6R	1	6	6	40	46	7	1	2
UID	Q6UUV7	NEGATIVE	2S-3R	2	3	0	3	3	2	1	1
UID	Q6UVJ0	POSITIVE	2S-2R	2	2	2	85	87	7	1	6
UID	Q6UVM3	NEGATIVE	1S-2R	1	2	0	2	2	1	1	1
UID	Q6UW02	POSITIVE	1S-3R	1	3	3	18	21	3	1	5
UID	Q6UW63	NEGATIVE	2S-9R	2	9	0	9	9	2	1	5
UID	Q6UWB1	POSITIVE	1S-1R	1	1	1	2	3	1	1	2
UID	Q6UWE0	POSITIVE	4S-13R	4	13	13	61	74	8	1	8
UID	Q6UWP2	POSITIVE	2S-4R	2	4	4	4	8	4	1	4
UID	Q6UWP7	POSITIVE	1S-6R	1	6	6	100	106	4	1	2
UID	Q6UWU4-2	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	Q6UWW8	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	Q6UWZ7	POSITIVE	1S-1R	1	1	1	32	33	7	1	5
UID	Q6UX04	NEGATIVE	3S-9R	3	9	0	9	9	3	1	1
UID	Q6UX07	POSITIVE	1S-1R	1	1	1	164	165	7	1	7
UID	Q6UX53	POSITIVE	2S-4R	2	4	4	132	136	4	1	5
UID	Q6UX65	POSITIVE	1S-1R	1	1	1	17	18	3	1	1
UID	Q6UX98	NEGATIVE	2S-78R	2	78	0	78	78	2	1	3
UID	Q6UXF1	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	Q6UXH1	POSITIVE	2S-8R	2	8	8	41	49	3	1	7
UID	Q6UXH1-5	NEGATIVE	1S-5R	1	5	0	5	5	1	1	4
UID	Q6UXM1	POSITIVE	2S-3R	2	3	3	6	9	2	1	4
UID	Q6UXN9	POSITIVE	1S-5R	1	5	5	125	130	5	1	7
UID	Q6UXS9	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	Q6UXT9	POSITIVE	1S-2R	1	2	2	3	5	2	1	2
UID	Q6UXU0	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	Q6UXV4	POSITIVE	5S-11R	5	11	11	10	21	5	1	3
UID	Q6UY14	NEGATIVE	1S-3R	1	3	0	3	3	1	1	3
UID	Q6UY27	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	Q6V1X1	NEGATIVE	3S-7R	3	7	0	7	7	3	1	1
UID	Q6V9R5	NEGATIVE	1S-7R	1	7	0	7	7	1	1	3
UID	Q6VAB6	POSITIVE	1S-1R	1	1	1	0	1	1	1	1
UID	Q6VMQ6	POSITIVE	7S-16R	7	16	16	163	179	10	1	8
UID	Q6VN20	POSITIVE	2S-11R	2	11	11	92	103	7	1	6
UID	Q6VUC0	NEGATIVE	1S-25R	1	25	0	25	25	1	1	1
UID	Q6VVX0	POSITIVE	1S-1R	1	1	1	0	1	1	1	1
UID	Q6VY07	POSITIVE	1S-7R	1	7	7	85	92	5	1	5
UID	Q6VY07-2	POSITIVE	1S-1R	1	1	1	11	12	1	1	5
UID	Q6W2J9	POSITIVE	6S-21R	6	21	21	278	299	7	1	13
UID	Q6W5P4-3	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	Q6WCQ1	POSITIVE	2S-16R	2	16	16	58	74	6	1	5
UID	Q6WCQ1-2	NEGATIVE	1S-14R	1	14	0	14	14	1	1	7
UID	Q6WKZ4	POSITIVE	3S-3R	3	3	3	73	76	11	1	5
UID	Q6X4U4	NEGATIVE	1S-5R	1	5	0	5	5	1	1	1
UID	Q6XQN6	POSITIVE	3S-4R	3	4	4	42	46	10	1	6
UID	Q6XQN6-2	NEGATIVE	1S-8R	1	8	0	8	8	1	1	4
UID	Q6XUX3	POSITIVE	2S-3R	2	3	3	41	44	3	1	6
UID	Q6XZB0	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	Q6XZF7	POSITIVE	8S-14R	8	14	14	84	98	10	1	14
UID	Q6Y2X3	POSITIVE	1S-1R	1	1	1	17	18	4	1	6
UID	Q6Y7W6	POSITIVE	2S-2R	2	2	2	100	102	9	1	4
UID	Q6Y7W6-3	NEGATIVE	1S-6R	1	6	0	6	6	1	1	2
UID	Q6YHK3	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	Q6YHU6	POSITIVE	4S-55R	4	55	55	398	453	7	1	35
UID	Q6YN16	POSITIVE	5S-15R	5	15	15	264	279	12	1	5
UID	Q6YP21	POSITIVE	1S-1R	1	1	1	16	17	6	1	3
UID	Q6ZMB5	NEGATIVE	2S-2R	2	2	0	2	2	2	1	1
UID	Q6ZMG9-2	NEGATIVE	1S-6R	1	6	0	6	6	1	1	2
UID	Q6ZMI0	POSITIVE	1S-1R	1	1	1	21	22	5	1	6
UID	Q6ZMS4	NEGATIVE	1S-3R	1	3	0	3	3	1	1	1
UID	Q6ZMT4	POSITIVE	1S-1R	1	1	1	7	8	2	1	2
UID	Q6ZMT9	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	Q6ZMU5	POSITIVE	1S-1R	1	1	1	10	11	1	1	11
UID	Q6ZMZ0	NEGATIVE	2S-11R	2	11	0	11	11	2	1	2
UID	Q6ZMZ3	POSITIVE	2S-15R	2	15	15	39	54	3	1	6
UID	Q6ZN04	NEGATIVE	2S-32R	2	32	0	32	32	2	1	2
UID	Q6ZN06	NEGATIVE	3S-8R	3	8	0	8	8	3	1	2
UID	Q6ZN08	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	Q6ZN16	POSITIVE	1S-1R	1	1	1	3	4	1	1	1
UID	Q6ZN17	POSITIVE	1S-1R	1	1	1	154	155	4	1	3
UID	Q6ZN18	NEGATIVE	1S-4R	1	4	0	4	4	1	1	2
UID	Q6ZN19	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	Q6ZN28	NEGATIVE	1S-2R	1	2	0	2	2	1	1	2
UID	Q6ZN32	POSITIVE	1S-1R	1	1	1	0	1	1	1	1
UID	Q6ZN44	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	Q6ZN54	NEGATIVE	7S-17R	7	17	0	17	17	7	1	5
UID	Q6ZN55	POSITIVE	1S-12R	1	12	12	7	19	2	1	3
UID	Q6ZN55-2	NEGATIVE	1S-13R	1	13	0	13	13	1	1	7
UID	Q6ZN84	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	Q6ZNA1	NEGATIVE	1S-2R	1	2	0	2	2	1	1	2
UID	Q6ZNA5	POSITIVE	1S-5R	1	5	5	1	6	1	1	1
UID	Q6ZNB6	POSITIVE	2S-15R	2	15	15	201	216	7	1	65
UID	Q6ZNC4	POSITIVE	1S-2R	1	2	2	0	2	1	1	1
UID	Q6ZNE5	POSITIVE	3S-13R	3	13	13	29	42	4	1	6
UID	Q6ZNG0	POSITIVE	1S-1R	1	1	1	4	5	2	1	4
UID	Q6ZNG1	NEGATIVE	1S-4R	1	4	0	4	4	1	1	1
UID	Q6ZNG2	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	Q6ZNW5	POSITIVE	1S-1R	1	1	1	7	8	4	1	2
UID	Q6ZNX1	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	Q6ZP65	POSITIVE	2S-2R	2	2	2	6	8	3	1	3
UID	Q6ZPD9	POSITIVE	1S-1R	1	1	1	63	64	2	1	2
UID	Q6ZQY7	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	Q6ZRI6	POSITIVE	6S-25R	6	25	25	135	160	7	1	15
UID	Q6ZRP7	NEGATIVE	2S-18R	2	18	0	18	18	2	1	7
UID	Q6ZRQ5	POSITIVE	4S-29R	4	29	29	228	257	7	1	15
UID	Q6ZRR5-3	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	Q6ZRV2	POSITIVE	4S-7R	4	7	7	47	54	5	1	4
UID	Q6ZS11	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	Q6ZS17	POSITIVE	1S-6R	1	6	6	39	45	5	1	5
UID	Q6ZS17-4	NEGATIVE	1S-35R	1	35	0	35	35	1	1	16
UID	Q6ZS72	NEGATIVE	1S-4R	1	4	0	4	4	1	1	1
UID	Q6ZS82	POSITIVE	1S-4R	1	4	4	0	4	1	1	1
UID	Q6ZS86	POSITIVE	1S-3R	1	3	3	46	49	2	1	3
UID	Q6ZSC3	POSITIVE	1S-1R	1	1	1	0	1	1	1	1
UID	Q6ZSJ8	POSITIVE	1S-1R	1	1	1	10	11	5	1	1
UID	Q6ZSR6	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	Q6ZSR9	POSITIVE	2S-2R	2	2	2	19	21	2	1	1
UID	Q6ZSS3	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	Q6ZSS7	NEGATIVE	5S-10R	5	10	0	10	10	5	1	2
UID	Q6ZSY5	NEGATIVE	2S-4R	2	4	0	4	4	2	1	2
UID	Q6ZSZ6	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	Q6ZT07	NEGATIVE	2S-3R	2	3	0	3	3	2	1	2
UID	Q6ZT12	POSITIVE	2S-2R	2	2	2	97	99	8	1	13
UID	Q6ZT12-4	POSITIVE	1S-1R	1	1	1	27	28	1	1	14
UID	Q6ZT98	POSITIVE	1S-1R	1	1	1	18	19	1	1	1
UID	Q6ZTN6	POSITIVE	1S-1R	1	1	1	3	4	2	1	2
UID	Q6ZTU2	POSITIVE	1S-1R	1	1	1	3	4	1	1	1
UID	Q6ZTW0	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	Q6ZTZ1	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	Q6ZU35	NEGATIVE	2S-4R	2	4	0	4	4	2	1	2
UID	Q6ZU64	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	Q6ZU65	POSITIVE	1S-1R	1	1	1	79	80	8	1	7
UID	Q6ZU67	POSITIVE	1S-2R	1	2	2	3	5	2	1	1
UID	Q6ZU80	POSITIVE	3S-4R	3	4	4	10	14	4	1	4
UID	Q6ZUA9	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	Q6ZUJ8	NEGATIVE	3S-8R	3	8	0	8	8	3	1	2
UID	Q6ZUK4	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	Q6ZUM4	NEGATIVE	2S-9R	2	9	0	9	9	2	1	5
UID	Q6ZUT6	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	Q6ZUT9	NEGATIVE	2S-2R	2	2	0	2	2	2	1	1
UID	Q6ZV29	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	Q6ZV73	NEGATIVE	3S-14R	3	14	0	14	14	3	1	8
UID	Q6ZV89	POSITIVE	2S-4R	2	4	4	23	27	2	1	7
UID	Q6ZVD7	POSITIVE	1S-1R	1	1	1	1	2	1	1	1
UID	Q6ZVD8	NEGATIVE	2S-35R	2	35	0	35	35	2	1	4
UID	Q6ZVF9	NEGATIVE	3S-21R	3	21	0	21	21	3	1	8
UID	Q6ZVH6	POSITIVE	1S-1R	1	1	1	1	2	1	1	1
UID	Q6ZVH7	POSITIVE	1S-1R	1	1	1	25	26	1	1	2
UID	Q6ZVK8	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	Q6ZW31	POSITIVE	1S-1R	1	1	1	46	47	3	1	8
UID	Q6ZW49	POSITIVE	3S-5R	3	5	5	178	183	8	1	13
UID	Q6ZW76	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	Q6ZWE6	NEGATIVE	1S-3R	1	3	0	3	3	1	1	1
UID	Q6ZWJ1	POSITIVE	3S-5R	3	5	5	92	97	5	1	3
UID	Q6ZWL3	NEGATIVE	1S-2R	1	2	0	2	2	1	1	1
UID	Q6ZWT7	NEGATIVE	4S-13R	4	13	0	13	13	4	1	1
UID	Q6ZXV5	NEGATIVE	1S-6R	1	6	0	6	6	1	1	1
UID	Q701N2	NEGATIVE	1S-2R	1	2	0	2	2	1	1	2
UID	Q702N8	POSITIVE	1S-1R	1	1	1	7	8	2	1	7
UID	Q709F0	POSITIVE	1S-8R	1	8	8	77	85	2	1	3
UID	Q70CQ3	POSITIVE	3S-9R	3	9	9	93	102	7	1	8
UID	Q70CQ4	NEGATIVE	3S-8R	3	8	0	8	8	3	1	3
UID	Q70E73	POSITIVE	1S-2R	1	2	2	29	31	4	1	7
UID	Q70EK8	NEGATIVE	4S-21R	4	21	0	21	21	4	1	5
UID	Q70EK9	POSITIVE	1S-1R	1	1	1	2	3	2	1	2
UID	Q70EL1	POSITIVE	2S-6R	2	6	6	48	54	5	1	13
UID	Q70EL4	NEGATIVE	2S-3R	2	3	0	3	3	2	1	3
UID	Q70IA6	NEGATIVE	1S-2R	1	2	0	2	2	1	1	1
UID	Q70IA8	NEGATIVE	2S-7R	2	7	0	7	7	2	1	3
UID	Q70J99	NEGATIVE	5S-38R	5	38	0	38	38	5	1	12
UID	Q70J99-3	NEGATIVE	1S-6R	1	6	0	6	6	1	1	6
UID	Q70JA7	NEGATIVE	1S-2R	1	2	0	2	2	1	1	1
UID	Q70Z35	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	Q70Z53	POSITIVE	3S-5R	3	5	5	38	43	7	1	6
UID	Q711Q0	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	Q712K3	NEGATIVE	11S-99R	11	99	0	99	99	11	1	2
UID	Q71DI3	POSITIVE	1S-1R	1	1	1	11	12	4	1	1
UID	Q71F23	POSITIVE	3S-8R	3	8	8	14	22	5	1	2
UID	Q71RC2	POSITIVE	1S-3R	1	3	3	157	160	8	1	7
UID	Q71RC2-4	POSITIVE	1S-1R	1	1	1	15	16	1	1	7
UID	Q71RG4	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	Q71SY5	POSITIVE	1S-1R	1	1	1	48	49	6	1	4
UID	Q71U36	POSITIVE	6S-51R	6	51	51	122	173	10	1	12
UID	Q71UM5	POSITIVE	1S-15R	1	15	15	11	26	4	1	3
UID	Q75N03	POSITIVE	1S-1R	1	1	1	47	48	6	1	8
UID	Q75QN2	POSITIVE	2S-2R	2	2	2	133	135	7	1	13
UID	Q75V66	NEGATIVE	1S-2R	1	2	0	2	2	1	1	1
UID	Q765P7	NEGATIVE	1S-2R	1	2	0	2	2	1	1	1
UID	Q76FK4	POSITIVE	4S-16R	4	16	16	117	133	6	1	12
UID	Q76I76	POSITIVE	1S-2R	1	2	2	49	51	4	1	8
UID	Q76KP1	NEGATIVE	1S-3R	1	3	0	3	3	1	1	1
UID	Q76KX8	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	Q76L83	POSITIVE	3S-7R	3	7	7	31	38	6	1	12
UID	Q76MJ5	POSITIVE	2S-2R	2	2	2	1	3	2	1	3
UID	Q76N32	POSITIVE	2S-7R	2	7	7	60	67	3	1	3
UID	Q76N89	NEGATIVE	2S-2R	2	2	0	2	2	2	1	1
UID	Q76NI1	POSITIVE	1S-1R	1	1	1	11	12	1	1	2
UID	Q7KYR7	POSITIVE	2S-3R	2	3	3	29	32	3	1	5
UID	Q7KZ85	POSITIVE	3S-8R	3	8	8	197	205	9	1	16
UID	Q7KZF4	POSITIVE	3S-5R	3	5	5	150	155	12	1	11
UID	Q7KZI7	NEGATIVE	5S-23R	5	23	0	23	23	5	1	4
UID	Q7KZN9	NEGATIVE	1S-3R	1	3	0	3	3	1	1	2
UID	Q7L014	POSITIVE	3S-4R	3	4	4	87	91	9	1	7
UID	Q7L099	NEGATIVE	2S-4R	2	4	0	4	4	2	1	2
UID	Q7L099-3	NEGATIVE	1S-5R	1	5	0	5	5	1	1	3
UID	Q7L0Q8	NEGATIVE	2S-3R	2	3	0	3	3	2	1	1
UID	Q7L0X0	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	Q7L0Y3	POSITIVE	2S-2R	2	2	2	235	237	12	1	5
UID	Q7L1I2	POSITIVE	1S-2R	1	2	2	15	17	1	1	1
UID	Q7L1Q6-3	POSITIVE	3S-5R	3	5	5	38	43	10	1	3
UID	Q7L1V2	POSITIVE	3S-3R	3	3	3	76	79	7	1	6
UID	Q7L1W4	NEGATIVE	6S-13R	6	13	0	13	13	6	1	3
UID	Q7L211	NEGATIVE	2S-4R	2	4	0	4	4	2	1	1
UID	Q7L266	POSITIVE	1S-2R	1	2	2	33	35	6	1	4
UID	Q7L273	NEGATIVE	1S-9R	1	9	0	9	9	1	1	3
UID	Q7L2E3	POSITIVE	5S-11R	5	11	11	530	541	11	1	13
UID	Q7L2E3-2	POSITIVE	1S-2R	1	2	2	39	41	1	1	16
UID	Q7L2H7	POSITIVE	3S-4R	3	4	4	179	183	12	1	7
UID	Q7L2J0	POSITIVE	7S-27R	7	27	27	400	427	12	1	10
UID	Q7L2K0	POSITIVE	1S-2R	1	2	2	25	27	1	1	2
UID	Q7L2R6	NEGATIVE	3S-3R	3	3	0	3	3	3	1	2
UID	Q7L2Z9	NEGATIVE	1S-7R	1	7	0	7	7	1	1	1
